device_no,电池电压,表号,冻结流量,imei号,瞬时流量,压力,反向流量,信号值,启动次数,温度,累计流量,上传时间,日期计算,时间计算,时间是否有效,数据L/s,Unnamed: 17,图表功能区,（数据区域更改后自动计算，但确定最快分钟流量需手动更改）,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-90,4274,22.89,23.127,2024-11-13 22:14:44,2024-11-13,22:14:44,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4273,21.67,23.126,2024-11-13 20:16:48,2024-11-13,20:16:48,无效时间,,,,,,,,,,,,
860329065551923,3.617,70666000038000,21.28,860329065551923,0.0001,0.0,0.5,-85,4272,21.62,23.125,2024-11-13 20:10:10,2024-11-13,20:10:10,无效时间,,,,,,,,,,,,
860329065551923,3.638,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4271,21.54,23.124,2024-11-13 20:03:45,2024-11-13,20:03:45,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0001,0.0,0.5,-96,4269,21.35,23.122,2024-11-13 19:51:33,2024-11-13,19:51:33,无效时间,,,,,,,,,,,,
860329065551923,3.632,70666000038000,21.28,860329065551923,0.0001,0.0,0.5,-84,4268,21.26,23.121,2024-11-13 19:45:20,2024-11-13,19:45:20,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0001,0.0,0.5,-84,4267,21.16,23.12,2024-11-13 19:39:07,2024-11-13,19:39:07,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4266,20.98,23.119,2024-11-13 19:32:30,2024-11-13,19:32:30,有效,0.0038022813688212073,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0002,0.0,0.5,-85,4265,21.48,23.118,2024-11-13 19:28:07,2024-11-13,19:28:07,有效,0.25000000000016076,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0048,0.0,0.5,-85,4265,21.48,23.1165,2024-11-13 19:28:03,2024-11-13,19:28:03,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0111,0.0,0.5,-85,4265,21.48,23.1154,2024-11-13 19:28:01,2024-11-13,19:28:01,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0163,0.0,0.5,-85,4265,21.48,23.1143,2024-11-13 19:27:59,2024-11-13,19:27:59,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0196,0.0,0.5,-85,4265,21.48,23.1131,2024-11-13 19:27:57,2024-11-13,19:27:57,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0198,0.0,0.5,-85,4265,21.48,23.112,2024-11-13 19:27:55,2024-11-13,19:27:55,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.02,0.0,0.5,-85,4265,21.48,23.1109,2024-11-13 19:27:53,2024-11-13,19:27:53,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0201,0.0,0.5,-85,4265,21.48,23.1098,2024-11-13 19:27:51,2024-11-13,19:27:51,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0001,0.0,0.5,-84,4264,21.72,23.0977,2024-11-13 19:21:27,2024-11-13,19:21:27,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4263,21.46,23.0967,2024-11-13 19:15:02,2024-11-13,19:15:02,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4262,22.6,23.0957,2024-11-13 19:07:26,2024-11-13,19:07:26,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4261,22.99,23.0947,2024-11-13 19:00:56,2024-11-13,19:00:56,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4260,24.87,23.0936,2024-11-13 17:03:32,2024-11-13,17:03:32,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0036,0.0,0.5,-84,4259,21.4,23.0926,2024-11-13 14:30:37,2024-11-13,14:30:37,有效,0.08333333333332031,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0034,0.0,0.5,-84,4259,21.4,23.0915,2024-11-13 14:30:25,2024-11-13,14:30:25,有效,0.12500000000008038,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0034,0.0,0.5,-84,4259,21.4,23.0907,2024-11-13 14:30:17,2024-11-13,14:30:17,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-96,4258,21.56,23.0873,2024-11-13 14:09:38,2024-11-13,14:09:38,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4257,22.14,23.0861,2024-11-13 14:04:04,2024-11-13,14:04:04,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-83,4256,20.85,23.0795,2024-11-13 13:24:54,2024-11-13,13:24:54,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0001,0.0,0.5,-84,4255,20.87,23.0784,2024-11-13 13:16:02,2024-11-13,13:16:02,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4254,20.89,23.0775,2024-11-13 13:04:01,2024-11-13,13:04:01,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4253,20.79,23.0754,2024-11-13 12:56:38,2024-11-13,12:56:38,无效时间,,,,,,,,,,,,
860329065551923,3.636,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-91,4252,20.39,23.0744,2024-11-13 12:45:18,2024-11-13,12:45:18,有效,0.007407407407407301,,,,,,,,,,,
860329065551923,3.626,70666000038000,21.28,860329065551923,0.0009,0.0,0.5,-83,4251,20.96,23.0737,2024-11-13 12:43:03,2024-11-13,12:43:03,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-83,4250,20.41,23.0657,2024-11-13 12:32:50,2024-11-13,12:32:50,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-83,4249,21.22,23.0649,2024-11-13 12:25:09,2024-11-13,12:25:09,有效,0.006535947712418508,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4248,21.98,23.0608,2024-11-13 12:22:36,2024-11-13,12:22:36,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-85,4247,24.24,23.0564,2024-11-13 11:35:08,2024-11-13,11:35:08,无效时间,,,,,,,,,,,,
860329065551923,3.633,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-92,4246,21.21,23.0474,2024-11-13 09:18:02,2024-11-13,09:18:02,有效,0.006060606060605994,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0061,0.0,0.5,-85,4245,20.86,23.0453,2024-11-13 09:15:17,2024-11-13,09:15:17,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0076,0.0,0.5,-85,4245,20.86,23.0447,2024-11-13 09:15:15,2024-11-13,09:15:15,有效,0.01562500000000068,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4244,23.69,23.0328,2024-11-13 09:14:11,2024-11-13,09:14:11,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-85,4243,19.61,23.0314,2024-11-13 07:59:56,2024-11-13,07:59:56,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4241,22.5,23.0301,2024-11-13 07:38:42,2024-11-13,07:38:42,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0053,0.0,0.5,-96,4240,24.26,23.0283,2024-11-13 06:27:35,2024-11-13,06:27:35,有效,0.16666666666677385,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0071,0.0,0.5,-96,4240,24.26,23.0271,2024-11-13 06:27:29,2024-11-13,06:27:29,有效,0.16666666666664062,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0071,0.0,0.5,-96,4240,24.26,23.0259,2024-11-13 06:27:23,2024-11-13,06:27:23,有效,0.20000000000003268,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.007,0.0,0.5,-96,4240,24.26,23.0252,2024-11-13 06:27:18,2024-11-13,06:27:18,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4239,24.83,23.0211,2024-11-13 05:04:55,2024-11-13,05:04:55,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4238,22.33,23.0203,2024-11-13 00:15:40,2024-11-13,00:15:40,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0116,0.0,0.5,-85,4237,22.54,23.0184,2024-11-12 23:16:09,2024-11-12,23:16:09,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0165,0.0,0.5,-85,4237,22.54,23.0173,2024-11-12 23:16:07,2024-11-12,23:16:07,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0194,0.0,0.5,-85,4237,22.54,23.0162,2024-11-12 23:16:05,2024-11-12,23:16:05,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0196,0.0,0.5,-85,4237,22.54,23.0151,2024-11-12 23:16:03,2024-11-12,23:16:03,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0196,0.0,0.5,-85,4237,22.54,23.014,2024-11-12 23:16:01,2024-11-12,23:16:01,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0196,0.0,0.5,-85,4237,22.54,23.0129,2024-11-12 23:15:59,2024-11-12,23:15:59,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0195,0.0,0.5,-85,4237,22.54,23.0118,2024-11-12 23:15:57,2024-11-12,23:15:57,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0195,0.0,0.5,-85,4237,22.54,23.0108,2024-11-12 23:15:55,2024-11-12,23:15:55,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0195,0.0,0.5,-85,4237,22.54,23.0097,2024-11-12 23:15:53,2024-11-12,23:15:53,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0195,0.0,0.5,-85,4237,22.54,23.0086,2024-11-12 23:15:51,2024-11-12,23:15:51,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0196,0.0,0.5,-85,4237,22.54,23.0075,2024-11-12 23:15:49,2024-11-12,23:15:49,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0196,0.0,0.5,-85,4237,22.54,23.0064,2024-11-12 23:15:47,2024-11-12,23:15:47,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0195,0.0,0.5,-85,4237,22.54,23.0053,2024-11-12 23:15:45,2024-11-12,23:15:45,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0194,0.0,0.5,-85,4237,22.54,23.0043,2024-11-12 23:15:43,2024-11-12,23:15:43,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0194,0.0,0.5,-85,4237,22.54,23.0032,2024-11-12 23:15:41,2024-11-12,23:15:41,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0036,0.0,0.5,-85,4236,20.6,22.9901,2024-11-12 22:09:45,2024-11-12,22:09:45,有效,0.07142857142854395,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-85,4236,20.6,22.9891,2024-11-12 22:09:31,2024-11-12,22:09:31,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0158,0.0,0.5,-85,4235,20.41,22.9845,2024-11-12 22:03:21,2024-11-12,22:03:21,有效,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0186,0.0,0.5,-85,4235,20.41,22.9835,2024-11-12 22:03:19,2024-11-12,22:03:19,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0184,0.0,0.5,-85,4235,20.41,22.9825,2024-11-12 22:03:17,2024-11-12,22:03:17,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0186,0.0,0.5,-85,4235,20.41,22.9835,2024-11-12 22:03:18,2024-11-12,22:03:18,无效时间,,,,,,,,,,,,
860329065551923,3.617,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-85,4234,18.07,22.9728,2024-11-12 21:52:14,2024-11-12,21:52:14,有效,0.041666666666660156,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0198,0.0,0.5,-84,4233,20.77,22.9717,2024-11-12 21:51:50,2024-11-12,21:51:50,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0197,0.0,0.5,-84,4233,20.77,22.9706,2024-11-12 21:51:48,2024-11-12,21:51:48,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0197,0.0,0.5,-84,4233,20.77,22.9695,2024-11-12 21:51:46,2024-11-12,21:51:46,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0198,0.0,0.5,-84,4233,20.77,22.9684,2024-11-12 21:51:44,2024-11-12,21:51:44,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.02,0.0,0.5,-84,4233,20.77,22.9673,2024-11-12 21:51:42,2024-11-12,21:51:42,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.02,0.0,0.5,-84,4233,20.77,22.9662,2024-11-12 21:51:40,2024-11-12,21:51:40,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.02,0.0,0.5,-84,4233,20.77,22.9651,2024-11-12 21:51:38,2024-11-12,21:51:38,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0198,0.0,0.5,-84,4233,20.77,22.964,2024-11-12 21:51:36,2024-11-12,21:51:36,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0198,0.0,0.5,-84,4233,20.77,22.9628,2024-11-12 21:51:34,2024-11-12,21:51:34,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0199,0.0,0.5,-84,4233,20.77,22.9617,2024-11-12 21:51:32,2024-11-12,21:51:32,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0202,0.0,0.5,-84,4233,20.77,22.9606,2024-11-12 21:51:30,2024-11-12,21:51:30,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0203,0.0,0.5,-84,4233,20.77,22.9595,2024-11-12 21:51:28,2024-11-12,21:51:28,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0204,0.0,0.5,-84,4233,20.77,22.9583,2024-11-12 21:51:26,2024-11-12,21:51:26,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0202,0.0,0.5,-84,4233,20.77,22.9572,2024-11-12 21:51:24,2024-11-12,21:51:24,有效,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.02,0.0,0.5,-84,4233,20.77,22.9561,2024-11-12 21:51:22,2024-11-12,21:51:22,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-90,4232,19.9,22.946,2024-11-12 21:37:43,2024-11-12,21:37:43,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0001,0.0,0.5,-86,4231,20.52,22.9448,2024-11-12 21:30:37,2024-11-12,21:30:37,有效,0.008474576271186723,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0001,0.0,0.5,-85,4230,20.25,22.9442,2024-11-12 21:28:39,2024-11-12,21:28:39,有效,0.03225806451612732,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0038,0.0,0.5,-85,4229,20.18,22.9427,2024-11-12 21:28:08,2024-11-12,21:28:08,有效,0.10000000000001634,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0038,0.0,0.5,-85,4229,20.18,22.9416,2024-11-12 21:27:58,2024-11-12,21:27:58,有效,0.10000000000001634,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0038,0.0,0.5,-85,4229,20.18,22.9405,2024-11-12 21:27:48,2024-11-12,21:27:48,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0038,0.0,0.5,-85,4229,20.18,22.9408,2024-11-12 21:27:49,2024-11-12,21:27:49,有效,0.01162790697674453,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-98,4228,21.2,22.9376,2024-11-12 21:26:23,2024-11-12,21:26:23,有效,0.003389830508474524,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-84,4227,21.56,22.9364,2024-11-12 21:21:28,2024-11-12,21:21:28,无效时间,,,,,,,,,,,,
860329065551923,3.616,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-85,4226,21.6,22.9354,2024-11-12 21:14:14,2024-11-12,21:14:14,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-85,4225,21.9,22.9344,2024-11-12 21:05:58,2024-11-12,21:05:58,无效时间,,,,,,,,,,,,
860329065551923,3.627,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-96,4224,21.73,22.9334,2024-11-12 20:58:22,2024-11-12,20:58:22,无效时间,,,,,,,,,,,,
860329065551923,3.615,70666000038000,21.28,860329065551923,0.0001,0.0,0.5,-92,4223,22.12,22.9324,2024-11-12 20:49:12,2024-11-12,20:49:12,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0001,0.0,0.5,-85,4222,22.3,22.9314,2024-11-12 20:39:51,2024-11-12,20:39:51,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0,0.0,0.5,-85,4221,22.04,22.9303,2024-11-12 19:03:05,2024-11-12,19:03:05,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-84,4220,21.32,22.9279,2024-11-12 14:21:55,2024-11-12,14:21:55,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-84,4219,21.76,22.9269,2024-11-12 13:48:54,2024-11-12,13:48:54,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-84,4218,21.64,22.9258,2024-11-12 13:33:56,2024-11-12,13:33:56,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-84,4217,21.7,22.9248,2024-11-12 13:25:31,2024-11-12,13:25:31,无效时间,,,,,,,,,,,,
860329065551923,3.62,70666000038000,21.28,860329065551923,0.0001,0.0,0.49,-85,4216,21.72,22.9238,2024-11-12 13:19:21,2024-11-12,13:19:21,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-85,4215,22.3,22.9228,2024-11-12 13:12:21,2024-11-12,13:12:21,无效时间,,,,,,,,,,,,
860329065551923,3.626,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-95,4214,22.52,22.9217,2024-11-12 12:10:41,2024-11-12,12:10:41,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-85,4213,22.81,22.9131,2024-11-12 12:02:41,2024-11-12,12:02:41,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-85,4212,21.64,22.9109,2024-11-12 10:16:16,2024-11-12,10:16:16,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0029,0.0,0.49,-116,4211,22.55,22.9091,2024-11-12 09:05:45,2024-11-12,09:05:45,有效,0.249999999999861,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0062,0.0,0.49,-116,4211,22.55,22.9075,2024-11-12 09:05:41,2024-11-12,09:05:41,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0121,0.0,0.49,-116,4211,22.55,22.9063,2024-11-12 09:05:39,2024-11-12,09:05:39,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-86,4210,23.2,22.8961,2024-11-12 08:57:30,2024-11-12,08:57:30,无效时间,,,,,,,,,,,,
860329065551923,3.623,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-85,4209,20.7,22.8957,2024-11-12 08:14:16,2024-11-12,08:14:16,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0149,0.0,0.49,-85,4208,21.0,22.8921,2024-11-12 08:07:23,2024-11-12,08:07:23,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0085,0.0,0.49,-85,4207,20.45,22.8791,2024-11-12 08:00:02,2024-11-12,08:00:02,有效,0.03999999999999886,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-85,4207,20.45,22.8783,2024-11-12 07:59:37,2024-11-12,07:59:37,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-84,4206,22.93,22.8773,2024-11-12 07:45:31,2024-11-12,07:45:31,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0075,0.0,0.49,-84,4205,23.96,22.8756,2024-11-12 06:18:05,2024-11-12,06:18:05,有效,0.16666666666664062,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0077,0.0,0.49,-84,4205,23.96,22.8743,2024-11-12 06:17:59,2024-11-12,06:17:59,有效,0.16666666666664062,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0075,0.0,0.49,-84,4205,23.96,22.873,2024-11-12 06:17:53,2024-11-12,06:17:53,有效,0.25000000000016076,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0076,0.0,0.49,-84,4205,23.96,22.8722,2024-11-12 06:17:49,2024-11-12,06:17:49,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0127,0.0,0.49,-84,4204,23.06,22.8644,2024-11-12 01:46:58,2024-11-12,01:46:58,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0127,0.0,0.49,-84,4204,23.06,22.8644,2024-11-12 01:46:59,2024-11-12,01:46:59,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0124,0.0,0.49,-84,4204,23.06,22.8658,2024-11-12 01:47:03,2024-11-12,01:47:03,无效时间,,,,,,,,,,,,
860329065551923,3.625,70666000038000,21.28,860329065551923,0.0061,0.0,0.49,-84,4204,20.96,22.8672,2024-11-12 01:47:07,2024-11-12,01:47:07,有效,0.03125000000000019,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0119,0.0,0.49,-84,4203,23.06,22.8563,2024-11-12 01:46:35,2024-11-12,01:46:35,有效,0.24999999999993594,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.012,0.0,0.49,-84,4203,23.06,22.855,2024-11-12 01:46:31,2024-11-12,01:46:31,有效,0.2500000000000109,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0118,0.0,0.49,-84,4203,23.06,22.8537,2024-11-12 01:46:27,2024-11-12,01:46:27,有效,0.2500000000000109,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0116,0.0,0.49,-84,4203,23.06,22.8524,2024-11-12 01:46:23,2024-11-12,01:46:23,有效,0.2500000000000109,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0118,0.0,0.49,-84,4203,23.06,22.851,2024-11-12 01:46:19,2024-11-12,01:46:19,有效,0.2500000000000109,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0122,0.0,0.49,-84,4203,23.06,22.8497,2024-11-12 01:46:15,2024-11-12,01:46:15,有效,0.2500000000000109,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0123,0.0,0.49,-84,4203,23.06,22.8483,2024-11-12 01:46:11,2024-11-12,01:46:11,有效,0.2500000000000109,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0123,0.0,0.49,-84,4203,23.06,22.8469,2024-11-12 01:46:07,2024-11-12,01:46:07,无效时间,,,,,,,,,,,,
860329065551923,3.619,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-84,4202,20.64,22.8433,2024-11-11 22:02:47,2024-11-11,22:02:47,有效,0.016393442622951695,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-85,4201,20.56,22.8424,2024-11-11 22:01:46,2024-11-11,22:01:46,无效时间,,,,,,,,,,,,
860329065551923,3.617,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-84,4200,20.7,22.8409,2024-11-11 21:40:37,2024-11-11,21:40:37,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0001,0.0,0.49,-84,4199,20.63,22.84,2024-11-11 21:35:29,2024-11-11,21:35:29,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-84,4198,20.53,22.839,2024-11-11 21:29:32,2024-11-11,21:29:32,无效时间,,,,,,,,,,,,
860329065551923,3.622,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-84,4197,20.4,22.838,2024-11-11 21:23:35,2024-11-11,21:23:35,无效时间,,,,,,,,,,,,
860329065551923,3.621,70666000038000,21.28,860329065551923,0.0,0.0,0.49,-98,4196,20.47,22.8369,2024-11-11 21:16:50,2024-11-11,21:16:50,无效时间,,,,,,,,,,,,
